sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
独怜脂粉气，犹著舞衣中。	宋之问	伤曹娘二首 其一		0		
逢师须礼拜，过道向前行。	王梵志	题阙 其八十八		0		
蜡烛有心还惜别，替人垂泪到天明。	杜牧	赠别二首 其二		0		
长歌时独酌，饱食后安眠。	白居易	闲吟二首 其二		0		
花开共谁看，酒熟共谁斟。	白居易	哭崔常侍晦叔		0		
更有愚夫念身后，心虽甚长计非久。	白居易	新乐府 杏为梁 刺居处僭也		0		
素女鸣珠佩，天人弄䌽毬。	李白	宫中行乐词 其八		0		
时余采菖蒲，忽见嵩之阳。	王昌龄	就道士问周易参同契		0		
儒流当自勉，妻族更谁亲。	杜牧	梁秀才以早春旅次大梁将归郊扉言怀兼别示亦蒙见赠凡二十韵走笔依韵		0		
楚草经寒碧，逢春入眼浓。	杜甫	庭草		0		
可厌之类，不独为害。	元结	抔湖铭		0		
拥剑驾气，腾风跃云。	吕温	其二十一 段褒公志元		0		
春风先发苑中梅，樱杏桃梨次第开。	白居易	春风		0		
无限疏慵事，凭君解一瓟。	皮日休	新秋言怀寄鲁望三十韵		0		
独酌应怀我，排空树影连。	任鹄	送王正己归山		0		
交亲过浐别，车马到江回。	白居易	红藤杖		0		
瀑布西行过石桥，黄精采根还采苗。	护国	题醴陵玉仙观歌		0		
今也如何，不终往告。	李煜	昭惠周后诔		0		
把酒承花花落频，花香酒味相和春。	白居易	座上赠卢判官		0		
何时占丛竹，头戴小乌巾。	杜甫	奉陪郑驸马韦曲二首 其一		0		
方城次北门，溟海穷南服。	李百药	郢城怀古		0		
宠照玉旗，文先铜爵。	王勃	其八 幼俊第八		0		
往年诣骊山，献赋温泉宫。	岑参	送祈乐归河东		0		
因听思归鸟，神气独安宁。	白居易	和荅诗十首 其一 和思归乐		0		
寄言同病者，回叹且为歌。	白居易	寄同病者		0		
翁言野父何分别，耳闻眼见为君说。	元稹	连昌宫词		0		
不妨常日饶轻薄，且喜临戎用草莱。	李商隐	漫成五章 其四		0		
三冬季月景龙年，万乘观风出灞川。	上官婉儿	驾幸新丰温泉宫献诗三首 其一		0		
恐有狂风起，愁无好客来。	白居易	对新家酝玩自种花		0		
云路俄平入，台阶忽上凌。	王湾	秋夜寓直即事怀赠萧令公裴侍郎兼通简南省诸友人		0		
避贤初罢相，乐圣且衔杯。	李适之	罢相作		0		
其迹不见，其名可闻。	李隆基	纪泰山铭		0		
兴云致雨，侔造化力。	李諲	妒神颂		0		
一瓮新醅酒，萍浮春水波。	白居易	冬初酒熟二首 其一		0		
大江深处月明时，一夜吟君小律诗。	白居易	江上吟元八绝句		0		
白云深处寄生涯，岁暮生情赖此花。	司空图	歌者十二首 其九		0		
密雪分天路，群才坐粉廊。	李景	都堂试贡士日庆春雪		0		
远不分山叠，低宜失地坳。	吴融	赋雪		0		
何事深山啸复歌，短弓长剑不如他。	李咸用	依韵修睦上人山居十首 其八		0		
我求其相，中间内外。	白居易	其五 忏悔偈		0		
刬袜下香阶，冤家今夜醉。	无名氏	醉公子		0		
郡俸诚不多，亦足充衣食。	白居易	委顺		0		
一朝得八骏，逐日西溟濆。	李群玉	穆天子		0		
霜鬓持霜简，朝天向雪天。	李频	入朝遇雪		0		
凫鹥满中流，有酒复盈尊。	王建	从元太守夏宴西楼		0		
倒影含清沚，凝阴长碧苔。	李德裕	思平泉树石杂咏一十首 其一 钓台		0		
别离千里风，雨中同一饭。	李益	喜邢校书远至对雨同赋远晚饭阮返五韵		0		
桃李如旧识，倾花向我开。	李白	其二 对酒二首		0		
襄阳孟浩然，亦闻鬓成丝。	白居易	读邓鲂诗		0		
饮冰卧霰苦蜷跼，角骨冻伤鳞甲蹜。	白居易	新乐府 驯犀  感为政之难终也		0		
丝雨久愆期，绮霞徒相惑。	皎然	同薛员外谊久旱感怀寄兼呈上杨使君		0		
芳景多游客，衰翁独在家。	白居易	和刘郎中曲江春望见示		0		
玄冥掌阴事，祝史告年丰。	李颀	与诸公游济渎泛舟		0		
傍城馀菊在，步入一仙瓢。	朱庆馀	杭州卢录事山亭		0		
暗松风雨夜，空使老猿悲。	杜荀鹤	经贾岛墓		0		
周之宗盟，异姓为后。	王勃	其九 规讽第九		0		
唯见生人悲，未闻啼哭鬼。	王梵志	诗 其二		0		
种树当前轩，树高柯叶繁。	白居易	截树		0		
自言种花地，终日拥轩盖。	司马扎	卖花者		0		
青苔斸破植贞坚，细碧竿排郁眼鲜。	方干	题新竹		0		
平阳音乐随都尉，留滞三年在浙东。	白居易	寄明州于驸马使君三绝句 其二		0		
迹同飞鸟栖高树，心似闲云在太虚。	李群玉	送陶少府赴选		0		
挥翰初难拟，飞名岂易陪。	沈佺期	和元舍人万顷临池玩月戏为新体		0		
寒来更亦无过醉，老后何由可得闲。	白居易	天寒晚起引酌咏怀寄许州王尚书汝州李常侍		0		
绕墙全剥粉，傍井渐消银。	李商隐	四年冬以退居蒲之永乐渴然有农夫望岁之志遂作忆雪又作残雪诗各一百言以寄情于游旧 残雪		0		
如何事于役，兹游急于传。	皮日休	其四 雨中游包山精舍		0		
波中植甚固，磔磔如虾须。	皮日休	其十 沪		0		
寄君三十章，与君为哭词。	白居易	寄唐生		0		
欲识庵中不死人，岂离而今遮皮袋。	希迁	草庵歌		0		
红叶闲飘篱落迥，行人远见草堂开。	朱庆馀	题钱宇别墅		0		
狙公闹后戏，云母病来𦾱。	皮日休	新秋言怀寄鲁望三十韵		0		
有日晴来云衬白，几时吹落叶浮红。	吴融	秋池		0		
禅功自见无人觉，合是愁时亦不愁。	白居易	岁暮道情二首 其二		0		
深闺闲锁难成梦，那得同衾共绣床。	不详	凤皇台怪和歌四首 其一		0		
人间亦有妻儿在，抛向嵩阳古观居。	王建	送山人二首 其二		0		
予生二贤末，得作升木狖。	皮日休	鲁望读襄阳耆旧传见赠五百言过褒庸材靡有称是然襄阳曩事历历在目夫耆旧传所未载者汉阳王则宗社元勋孟浩然则文章大匠予次而赞之因而寄荅亦诗人无言不詶之义也次韵		0		
荆卿一去后，壮士多摧残。	李白	赠友人三首 其二		0		
家中无学子，官从何处来。	无名氏	五言诗 其十五		0		
相见未言语，唏吁先泪流。	佚名	题故人所居		0		
海树萧索天雨霜，管声寥亮月苍苍。	岑参	裴将军宅芦管歌		0		
但见新人笑，那闻旧人哭。	杜甫	佳人		0		
静闭街西观，存思海上仙。	李洞	题玉芝赵尊师院		0		
非不见其心，仁惠诚所望。	元结	其七 去乡悲		0		
从得高科名转盛，亦言归去满城知。	朱庆馀	送李馀及第归蜀		0		
若为独宿杨梅馆，冷枕单床一病身。	白居易	冬至宿杨梅馆		0		
宝塔摇铃铎，云楼辟璅窗。	王棨	曲江春望		0		
念涸谁濡沫，嫌醒自歠醨。	白居易	代书诗一百韵寄微之		0		
期严无奈睡留癖，势窘犹为酒泥慵。	杜牧	长安杂题长句六首 其四		0		
曾是栖安邑，恩期异日酬。	方干	送赵明府还北		0		
岳北秋空渭北川，晴云渐薄薄如烟。	司空图	携仙箓九首 其一		0		
三车已立门前路，念念无常劝福田。	敦煌曲子	百岁篇 其六 缁门十首		0		
东莞为著姓，奕代皆隽哲。	皮日休	二游诗 其一 徐诗		0		
丹墀策频献，白首官不迁。	李颀	赠别穆元林		0		
寒灯短烬方烧腊，画角残声已报春。	方干	除夜		0		
我至辄呼名，依稀点危额。	吕从庆	题英济石		0		
人意长怀北，江行日向西。	宋之问	发端州初入西江		0		
瓶添新涧绿，笠卸晚峰阴。	吴融	送策上人		0		
松门亘五里，彩碧高下绚。	皮日休	其四 雨中游包山精舍		0		
玉俎且共甘，羽觞合同嘉。	李煜	句 其三		0		
东征健儿尽，羌笛暮吹哀。	杜甫	秦州杂诗二十首 其八		0		
句践徵绝艳，扬蛾入吴关。	李白	西施		0		
东郊尚烽火，朝野色枯槁。	杜甫	送长孙九侍御赴武威判官		0		
成器虽因匠，怀刚本自天。	戎昱	赋得铁马鞭		0		
雪舞兰堂，珠笼暮捲。	李煜	昭惠周后诔		0		
冲情朗金镜，睿藻邃玄珠。	上官仪	五言奉和行经破薛举战地应诏		0		
结交得书生，书生钝且直。	李华	杂诗六首 其六		0		
简书随吏散，宝骑与僧期。	羊士谔	燕居		0		
广武绝涧，黎阳要津。	宋申锡	义成军节度郑滑颍等州观察处置等使金紫光禄大夫检校司徒使持节滑州诸军事兼滑州刺史御史大夫上柱国陇西县开国公食邑一千八百户李公德政碑铭		0		
花开来里，花谢也里。	不详	秦城芭蕉谣		0		
敬亭埋玉树，知是蒋徵君。	李白	宣城哭蒋徵君华		0		
旁延邦国彦，上达王公贵。	白居易	题道宗上人十韵		0		
伏羲传道至于今，穷理尽性至于命。	吕岩	𡏟头坯歌		0		
江色分明绿，猿声依旧愁。	白居易	中书夜直梦忠州		0		
况是清朝重文物，无愁当路少知音。	李中	寄左偃		0		
客心千里倦，春事一朝归。	王勃	羁春		0		
大块孰埏，播为山阿。	皮日休	其七 族夏		0		
重叙东都别，朝阴改轩砌。	杜甫	其五 赠秘书监江夏李公邕		0		
骨肉初分爱，亲朋忽解携。	宋之问	发端州初入西江		0		
隔宿书招客，平明饮暖寒。	白居易	与诸客空腹饮		0		
高楼上长望，百里见灵山。	李郢	夏日登信州北楼		0		
四个老人三百岁，人间此会亦应稀。	白居易	雪暮偶与梦得同致仕裴宾客王尚书饮		0		
从兹知性拙，不解转如轮。	白居易	咏拙		0		
或看翡翠兰苕上，未掣鲸鱼碧海中。	杜甫	戏为六绝句 其四		0		
暗池光羃䍥，密树花葳蕤。	王建	早起		0		
雀噪空城阴，木衰羁思远。	李益	喜邢校书远至对雨同赋远晚饭阮返五韵		0		
口称采造家，身属神策军。	白居易	宿紫阁山北村		0		
假盖闲谁惜，弹弦燥更悲。	白居易	喜晴联句		0		
赤日莫斜照，清风多遥吹。	皮日休	其十五 销夏湾		0		
初谓炼丹仙灶里，还疑铸剑神溪中。	王泠然	夜光篇		0		
欲知心里事，看取腹中书。	李冶	结素鱼贻友人		0		
泪堕思山切，身归转路遥。	李频	酬姚覃		0		
恐君百岁后，灭没人不闻。	白居易	读张籍古乐府		0		
安得不歌咏，默默受天赐。	白居易	春日闲居三首 其三		0		
宣室三千虽有恨，成周八百岂无情。	李咸用	依韵修睦上人山居十首 其三		0		
象错骄秦，龙舟坏楚。	王勃	九成宫颂		0		
凭高望远思悠哉，晚上江亭夜未回。	白居易	江亭夕望		0		
石盆换水捞松叶，竹径穿床避笋芽。	皮日休	重玄寺元达年逾八十好种名药凡所植者多至自天台四明包山句曲丛翠纷糅各可指名余奇而访之因题二章 其二		0		
形容瘦薄诗情苦，岂是人间有相人。	白居易	自咏		0		
百代功勋一日成，三年五度换双旌。	王建	送魏州李相公		0		
别妇留丹诀，驱鸡入白云。	王维	送张道士归山		0		
维汉自丰，维楚自东。	李观	项籍碑铭		0		
埽掠走马路，整顿射雉翳。	李商隐	戏题枢言草阁三十二韵		0		
慧风振丹旌，明烛朗八焕。	《南岳魏夫人传》所引诗	次清虚真人歌二章 其一		0		
看雪寻花玩风月，洛阳城里七年闲。	白居易	闲吟		0		
放怀凉风至，缓步清阴重。	皎然	夏日题桐庐杨明府纳凉山斋		0		
进对一言重，遒文六义陈。	李隆基	端午三殿宴群臣探得神字		0		
岭寺听猿频独宿，湖亭避宴动经年。	朱庆馀	赠韩协律		0		
正方终莫可，江海有沧洲。	元结	其四 贱士吟		0		
夜惊潮没鸬鹚堰，朝看日出芙蓉楼。	皎然	买药歌送杨山人		0		
祗恐多情月，旋来照妾床。	田娥	杂曲歌辞 夜夜曲		0		
夜来江上秋无月，恨不相逢在雪天。	杜荀鹤	秋江雨夜逢诗友		0		
达理强开怀，梦啼还过臆。	元稹	张旧蚊帱		0		
杨琼为我歌送酒，尔忆江陵县中否。	元稹	和乐天示杨琼		0		
风光莫占少年家，白发殷勤最恋花。	李涉	题宇文秀才樱桃		0		
卖药因循未得还，却因耽酒到人间。	漳郡守	梦康仙示诗		0		
落盘珠历历，摇佩玉琤琤。	白居易	和令狐仆射小饮听阮咸		0		
命服虽同黄纸上，官班不共紫垣前。	白居易	酬元郎中同制加朝散大夫书怀见赠		0		
孤馆木初落，高空月正明。	王元	怀翁宏		0		
片月已能临榜黑，遥天何益抱坟青。	李洞	过贾浪仙旧地		0		
忽从一宦远流离，无罪无人子细知。	李频	过长江伤贾岛		0		
幸得皮存矣，须劳翼长之。	李端	下第上薛侍郎		0		
秦筑长城城已摧，汉武北上单于台。	李益	塞下曲 其二		0		
弦诵成风，笙歌合响。	不详	郊庙歌辞 享隐太子庙乐章 肃和		0		
连枝花样绣罗襦，本拟新年饷小姑。	白居易	绣妇叹		0		
皆逢盛明代，俱登清近司。	白居易	昔与微之在朝日同蓄休退之心迨今十年沦落老人追寻前约且结后期		0		
屈平词赋悬日月，楚王台榭空山丘。	李白	江上吟		0		
闻道洛城人尽怪，呼为刘白二狂翁。	白居易	赠梦得		0		
五子既歌邦已失，一场前事悔难追。	同谷子	五子之歌 其五		0		
高屋童稚少，春来归燕多。	元稹	遣春十首 其六		0		
天床六星左枢在，内厨相星右枢对。	王希明	丹元子步天歌 北极紫微宫		0		
露叶行已重，况乃江风摇。	元稹	遣兴十首 其五		0		
落魄俱耽酒，殷勤共爱诗。	白居易	夜招周协律兼荅所赠		0		
处处回头尽堪恋，就中难别是湖边。	白居易	西湖留别		0		
御水初销冻，宫花尚怯寒。	杜牧	早春阁下寓直萧九舍人亦直内署因寄书怀四韵		0		
穹庐宝极，罽幕璿枢。	王勃	乾元殿颂		0		
王役逼驱驱，走多换行少。	缺名一	五言白话诗 其二		0		
花开深洞仙门小，路过悬桥羽节轻。	李端	赠道者		0		
宝局光仙岫，瑶棋掩帝台。	上官仪	五言奉和咏棋应诏 其一		0		
雨色风吹去，南行拂楚王。	李白	宿巫山下		0		
山水一何丽，君子在其中。	白居易	旅次华州赠袁右丞		0		
道士言无宅，仙人更有村。	王绩	游仙四首 其三		0		
燉煌耆旧鬓皓然，愿留太守更五年。	岑参	燉煌太守后庭歌		0		
萧条清万里，瀚海寂无波。	李白	塞上曲		0		
山瞻二室近，水自陆浑来。	宋之问	宴郑协律山亭		0		
长安知远近，徒想灞池东。	王绩	在边三首 其二		0		
春归定得意，花送到东中。	李嘉祐	送张惟俭秀才入举		0		
畴昔希道念，而今果天矜。	吴筠	游仙二十四首 其五		0		
若人达此理真如，行住坐卧皆三昧。	敦煌曲子	其十 假托禅师各转十首		0		
本因雨滴水成沤，还缘风激沤归水。	元安	浮沤歌		0		
未死又怜沧海郡，无儿俱作白头翁。	白居易	醉封诗筒寄微之		0		
老夫如有此，不异在郊坰。	杜甫	秦州杂诗二十首 其九		0		
山畔家家有罗网，莫教伤损好毛衣。	李郢	放鹧鸪		0		
恨狂夫，不归早。	敦煌曲子	渔歌子 恨狂夫		0		
习家寒食会何频，应恐流芳不待人。	皎然	遥和康录事李侍御萼小寒食夜重集康氏园林		0		
苍深翠浅瀑峥潺，岂谓讥秦始爱山。	王昌龄	云山清晓		0		
岸春芳草合，几处思缠绵。	李中	赋得江边草		0		
既瑞器而无庸兮，宜昏暗之相微。	水神	霅溪夜宴诗 其八		0		
细与知音说，攻文恐误人。	戎昱	酬梁二十		0		
闷里醉眠三路口，闲来游钓洞庭心。	吕岩	七言 其八十七		0		
儿孙闲弄雪霜髯，浪飐南山影入檐。	李洞	曲江渔父		0		
一朝向蓬海，千载空石室。	李白	望黄鹤山		0		
罗袜凌波生网尘，那能得计访情亲。	李白	赠段七娘		0		
闾阎半飘荡，城堞多倾坠。	白居易	大水		0		
汉道昔云季，群雄方战争。	李白	读诸葛武侯传书怀赠长安崔少府叔封昆季		0		
我命工人，与师写真。	白居易	佛光和尚真赞		0		
壁西四星多难论，子细历历看区分。	王希明	其六 北方七宿		0		
空林伐一声，幽鸟相呼起。	皮日休	其六 樵斧		0		
天上何所有，迢迢白玉绳。	李白	秋夜板桥浦泛月独酌怀谢朓		0		
舟子废寝食，飘风争所操。	杜甫	遣遇		0		
西南出巴峡，不与众山同。	沈佺期	过蜀龙门		0		
高柯细叶动飒飒，乍听幽飗如有声。	皎然	观裴秀才松石障歌		0		
上苑风烟好，中桥道路平。	白居易	洛桥寒食日作十韵		0		
塞俗人无井，山田饭有沙。	杜甫	溪上		0		
九江暴涨，潜潮逆流。	李翱	江州南湖堤铭		0		
闭户偶多乡老誉，读书精得圣人言。	李郢	试日上主司侍郎 其二		0		
唯有君子心，显豁知幽抱。	杜牧	赴京初入汴口晓景即事先寄兵部李郎中		0		
不挠鱼弥乐，无澜苇可航。	李沛	海水不扬波		0		
甲乙三道科，苏杭两州主。	白居易	和微之诗二十三首 其一 和我年三首		0		
巧言搆人罪，至死人不疑。	白居易	读史五首 其四		0		
废巷临秋水，支颐向暮峰。	李端	奉和秘书元丞杪秋忆终南旧居		0		
神醉既告，帝祉无疆。	不详	郊庙歌辞 周宗庙乐舞辞 福顺		0		
此生长扫朱门者，每向人间梦粉闱。	李山甫	送职方王郎中吏部刘员外自太原郑相公幕继奉徵书归省署		0		
一日再至，洗其纤疵。	李华	灵涛赞		0		
凉烟浮竹尽，秋月照沙明。	李白	观鱼潭		0		
风前柳态闲时少，雨后花容淡处多。	杜荀鹤	别四明钟尚书		0		
轻传祗远役，依依下姑亭。	皎然	送崔判官还扬子		0		
夜火人归富春郭，秋风鹤唳石头城。	王维	同崔傅答贤弟		0		
携酒复携觞，朝朝一似忙。	李建勋	闲游		0		
明祀方终，备乐斯阕。	于邵	释奠武成王乐章 送神		0		
功绩成就，相好具足。	白居易	绣阿弥陀佛赞		0		
锡以辂车，赐之歌钟。	宋申锡	义成军节度郑滑颍等州观察处置等使金紫光禄大夫检校司徒使持节滑州诸军事兼滑州刺史御史大夫上柱国陇西县开国公食邑一千八百户李公德政碑铭		0		
织作玉床席，欣承清夜娱。	李白	鲁东门观刈蒲		0		
古来贵耳而贱目，恐君既见不及闻。	宋之问	潜珠篇		0		
良璞含章久，寒泉彻底幽。	白居易	玉水记方流		0		
飞蛾绕残烛，半夜人醉起。	王建	邯郸主人		0		
淮山桂偃蹇，蜀郡桑重童。	李商隐	李肱所遗画松诗书两纸得四十韵		0		
蝉鸣独树急，鸦向古城多。	李嘉祐	晚发江宁道中呈严维		0		
穆满志空阔，将行九州野。	元稹	八骏图诗		0		
既有闲功学好事，日夜看文字。	敦煌曲子	其四 孝义十首		0		
泽国龙蛇冻不伸，南山瘦柏销残翠。	无名氏	冬		0		
能来同宿否，听雨对床眠。	白居易	雨中招张司业宿		0		
老枝病叶愁杀人，曾经大业年中春。	白居易	新乐府 隋堤柳 悯亡国也		0		
今日一伤心，因逢旧乳母。	白居易	念金銮子二首 其一		0		
枫树隐茅屋，橘林系渔舟。	岑参	送许拾遗恩归江宁拜亲		0		
切切闇窗下，喓喓深草里。	白居易	秋虫		0		
霜台降群彦，水国奉戎旃。	李白	在水军宴赠幕府诸侍御		0		
箭镞本求利，淬砺良甚难。	元稹	箭镞		0		
牙签过半在，玉轴已全疏。	王绩	阅家书		0		
威略火烈，胡马星分。	李德裕	幽州纪圣功碑铭		0		
斋餐松柏随时饱，卧岩龛、石枕脑。	敦煌曲子	山僧歌 独隐山		0		
人当故乡立，马过旧营嘶。	王建	塞上		0		
不惧权豪怒，亦任亲朋议。	白居易	寄唐生		0		
智者善思惟，更勿生疑虑。	如满	答顺宗皇帝问 其一		0		
咏诗闲处立，忆事夜深行。	元稹	景申秋八首 其一		0		
长年渐省睡，夜半起端坐。	白居易	冬夜		0		
边地行人少，平芜尽日閒。	李端	送卫雄下第归同州		0		
昭融至道，叶赞无为。	李隆基	元元皇帝像赞		0		
游丝飘酒席，瀑布溅琴床。	白居易	奉和裴令公新成午桥庄绿野堂即事		0		
云遮皆晃朗，雪压半低垂。	李端	宿山寺雪夜寄吉中孚		0		
客鬓行如此，沧波坐渺然。	李商隐	河清与赵氏昆季宴集得拟杜工部		0		
丝竹惯听时独舞，楼台初上欲孤飞。	李郢	孔雀		0		
长吏久于政，然后风教敦。	白居易	赠友五首 其四		0		
襄阳大堤绕，我向堤前住。	元稹	酬乐天赴江州路上见寄三首 其二		0		
君心亦如此，包纳无小大。	李白	赠从弟宣州长史昭		0		
槐花满田地，仅绝人行迹。	白居易	昭国闲居		0		
生如碧海月，死践霜郊蓬。	李商隐	李肱所遗画松诗书两纸得四十韵		0		
谁知尽日卧，非病亦非眠。	白居易	昼卧		0		
琴既鸣矣，宵既清矣。	息夫牧	冬夜宴萧十丈因饯殷郭二子西上		0		
西底空流水，东垣但聚云。	皎然	舂陵登望		0		
亲屈万乘尊，将穷四海裔。	李颀	谒张果先生		0		
自谓出太早，已有车马行。	白居易	早送举人入试		0		
高槛凉风起，清川旭景开。	李德裕	秋日美晴郡楼闲眺寄荆南张书记		0		
金马门前回剑佩，铁牛城下拥旌旗。	白居易	送陕府王大夫		0		
无聊燃蜜炬，谁复劝金舠。	李德裕	述梦诗四十韵		0		
五千贻范，亿万斯年。	不详	郊庙歌辞 太清宫乐章 再上		0		
丑凸隆胡准，深凹刻兕觥。	牛僧孺	李苏州遗太湖石奇状绝伦因题二十韵奉呈梦得乐天		0		
近有平阴信，遥怜舍弟存。	杜甫	得弟消息二首 其一		0		
江界乘潮入，山川值胜游。	李频	送侯郎中任新定二首 其一		0		
疾奔凌騕袅，高唱轧吴歈。	元稹	酬乐天东南行诗一百韵		0		
卧云坐白石，山中十五宿。	白居易	出山吟		0		
三县已判歌钟列，六佾将开羽戚分。	不详	郊庙歌辞 享隐太子庙乐章 舒和		0		
清轩临夕池，微径入寒树。	宋之问	茅斋读书		0		
玲珑穿竹树，岑寂思屏帏。	元稹	月三十韵		0		
登城见遗庙，日夕空悲吟。	李德裕	东郡怀古二首 王京兆		0		
神合俄顷间，神离欠伸后。	白居易	梦与李七庾三十三同访元九		0		
你今意况大聪，不语修道有功。	王梵志	回波乐 其三十一		0		
拥滞僮仆慵，稽留篙师怒。	杜甫	咏怀二首 其二		0		
多少绿荷相倚恨，一时回首背西风。	杜牧	齐安郡中偶题二首 其一		0		
肃雍王门，天帝之孙。	李华	唐故东光县主神道碑铭		0		
承恩见明主，偏沐僧家风。	朱千乘	送日本国三藏空海上人朝宗我唐兼贡方物而归海东诗		0		
怀沙去潇湘，挂席泛溟渤。	李白	同友人舟行游台越作		0		
于交必倾写，立行岂矜伐。	皎然	妙喜寺达公禅斋寄李司直公孙房都曹德裕从事方舟颜武康士骋四十二韵		0		
人不自知，从谏勿咈。	古之奇	县令箴		0		
犬戎直来坐御床，百官跣足随天王。	杜甫	忆昔二首 其一		0		
身骑牂牁马，口食涂江鳞。	白居易	郡中春宴因赠诸客		0		
未必有诗堪讽诵，祗怜无援过吹嘘。	杜荀鹤	下第寄池州郑员外		0		
隋帝宫荒草，秦王土一丘。	杜牧	牧陪昭应卢郎中在江西宣州佐今吏部沈公幕罢府周岁公宰昭应牧在淮南縻职叙旧成二十二韵用以投寄		0		
念此忽内热，坐看成白头。	白居易	效陶潜体诗十六首 其十一		0		
黄花寒后难逢蝶，红叶晴来忽有蝉。	司空曙	过卢秦卿旧居		0		
抚枕独高歌，烦君为予和。	令狐楚	八月十七日夜书怀		0		
世路虽多梗，吾生亦有涯。	杜甫	春归		0		
春迟王子态，莺啭谢娘慵。	李贺	恼公		0		
此中栖息者，不识两京尘。	李洞	寄太白隐者		0		
不事王侯不种田，日高犹自抱琴眠。	吕岩	绝句 其二十三		0		
江西昔日推韩注，袁水今朝数赵祥。	伍唐圭	上苏使君		0		
唯去山南近，闲亲贩药翁。	王建	林居		0		
如峰形状在西郊，未见从龙上泬寥。	李中	夏云		0		
千里眺览，八州澄镜。	李治	万年宫碑铭		0		
户外重阴黯不开，含羞迎夜复临台。	李商隐	留赠畏之 其三		0		
迥与人寰别，劳生不可观。	栖白	送王鍊师归嵩岳		0		
蛮岭晴留雪，巴江晚带枫。	李商隐	今月二日不自量度辄以诗一首四十韵干渎尊严伏蒙仁恩俯赐披览奖踰其实情溢于辞顾惟疏芜曷用酬戴辄复五言四十韵诗献上亦诗人咏叹不足之义也		0		
知分心自足，委顺身常安。	白居易	咏怀		0		
时来不可问，何用求童蒙。	王适	蜀中言怀		0		
苦见人间世，思归洞里天。	灵一	送朱放		0		
湖南七郡凡几家，家家屏障书题遍。	李白	草书歌行		0		
偶自山僧院，移归傍砌栽。	李中	庭竹		0		
官库惟留剑，邻僧共结坟。	任翻	哭友人		0		
胸中一无事，浩气凝襟抱。	白居易	逸老		0		
我有慈被，深仁莫违。	朱子奢	昭仁寺碑铭		0		
水积春塘晚，阴交夏木繁。	白居易	池上早夏		0		
玉庭霜落夜，罗幌月明时。	沈祖仙	秋闺		0		
介山当驿秀，汾水绕关斜。	李商隐	寒食行次冷泉驿		0		
乱后他乡节，烧残故国春。	司空图	漫题三首 其一		0		
饮酒溪雨过，弹棋山月低。	岑参	沣头送蒋侯		0		
可怜身与世，从此两相忘。	白居易	渭村退居寄礼部崔侍郎翰林钱舍人诗一百韵		0		
可悲不可朽，车輤没荒榛。	吴少微	哭富嘉谟		0		
吴越千年奈怨何，两宫清吹作樵歌。	李远	吴越怀古		0		
前步却望，踟蹰徘徊。	元结	阳华岩铭		0		
谩对鲜妍色，惭无绮丽才。	李昉	依韵奉和千叶玫瑰之什		0		
官历二十政，宦游三十秋。	白居易	寄题馀杭郡楼兼呈裴使君		0		
只有闲横膝上琴，怨伤怨恨聊相寄。	吴融	风雨吟		0		
白鹇白如锦，白雪耻容颜。	李白	赠黄山胡公求白鹇		0		
崖沈谷没白皑皑，江石缺裂青枫摧。	杜甫	晚晴		0		
绕栏生杞梓，当槛簇貔貅。	王棨	元日端门肆赦		0		
棹向碧波深处去，几重滩。	敦煌曲子	浣溪沙 厌良贤		0		
从兹东向海，可泛济川航。	李德裕	重忆山居六首 平泉源		0		
方承绮筵暮，烟上洛桥津。	王勔	山名		0		
家住东京里，身投南海西。	沈佺期	赦到不得归题江上石		0		
八德池边，甘露常清净。	敦煌曲子	其五 第五		0		
光阴本跳踯，功业劳苦辛。	元稹	遣兴十首 其十		0		
学问慵都废，声名老更判。	元稹	遣春三首 其二		0		
医师尽劝先停酒，道侣多教早罢官。	白居易	眼病二首 其二		0		
丧乱死多门，呜呼泪如霰。	杜甫	白马		0		
黄河若不断，白首长相思。	李白	送王屋山人魏万还王屋		0		
笑次度岩壑，困中遇台殿。	皮日休	其四 雨中游包山精舍		0		
若轻若重，无小无大。	白居易	其五 忏悔偈		0		
破颜看鹊喜，拭泪听猿啼。	宋之问	发端州初入西江		0		
一带御沟水，绿槐相荫清。	王贞白	御沟水		0		
谴黜同所安，风土任所适。	王昌龄	岳阳别李十七越宾		0		
去住如云鹤，飘然不可留。	方干	送镜空上人游江南		0		
何如当此境，终朝旷遐瞩。	吴融	绵竹山四十韵		0		
目尽不复见，怀哉无终极。	王琚	奉荅燕公		0		
可怜官职好文词，五十专城未是迟。	白居易	送蕲春李十九使君赴郡		0		
孝于其亲，谁不欲子。	吕温	其十六 屈突蒋公通		0		
静闻樵子语，远听棹郎讴。	白居易	重修香山寺毕题二十二韵以纪之		0		
盈盈一尺水，浩浩千丈河。	白居易	续古诗十首 其七		0		
本来清净所，竹树引幽阴。	王昌龄	同王维集青龙寺昙壁上人兄院五韵		0		
琼浆驻容发，甘露莹心灵。	李华	云母泉诗		0		
䌽云荡漾不可见，绿萝蒙茸鸟绵蛮。	王翰	赋得明星玉女坛送廉察尉华阴		0		
莫令鞭血地，再湿汉臣衣。	杜甫	遣愤		0		
道胜自然长法喜，应令迁客小沩华。	李嘉祐	七言登北山寺西阁楼冯禅师茶酌赠崔少府一首		0		
惊秋对旭日，感物坐前轩。	羊士谔	山郭风雨朝斋怅然秋思		0		
