allusion	variation_list
五丁	['五丁开', '五丁凿', '壮士死', '五丁', '五丁愁', '五丁开道', '五丁力尽', '开山力士', '地崩山摧', '金牛假道', '金牛', '五丁开险']
骏骨（燕昭王，郭隗）	['市骏', '千金市骏', '千金骨', '市骏骨', '市骨', '收骏骨', '买骨', '骏骨千金', '燕台骏', '买骏骨', '千金市骨', '千里骨', '燕昭市骏', '燕王市骏', '筑台市骏', '贵骏骨', '骏骨', '买骨金台', '千金何足惜', '售骨', '燕王买骏', '燕市骏骨', '燕市死骨', '昭王买骏', '白骨千金', '郭隗无骏', '捐金买骨', '马骨', '买骏', '市白骨', '死骨掷燕隗', '燕马换金', '燕昭怜马', '燕昭求骏']
焦尾（蔡邕）	['爨桐', '焦琴', '爨下焦', '入爨', '爨琴', '爨下馀', '蔡邕琴', '爨下声', '薪馀', '桐尾', '焦桐', '焦尾', '桐遇知音', '尾半焦', '暗辨桐声', '炊爨得琴材', '爨馀材', '带火焦桐', '焦梧桐', '怜焦尾', '桐薪鸣灶', '翠桐入爨', '琴得焦桐']
击壤（尧，舜）	['击壤歌', '知帝力', '歌击壤', '尧民击壤', '击壤讴', '击壤乐', '尧舜力', '击壤情', '颂虞唐', '击壤', '天子力', '击壤世', '歌帝尧', '壤歌', '出而作入而息', '帝力', '葛帝力', '咏陶唐']
石渠	['石渠', '石阁']
金马客（东方朔）	['金马客', '金门客', '金门隐', '待诏金门', '大隐金门', '避世金门', '避世金马门', '金马梦', '东方避世', '金马避世', '金马朔', '金门遗世', '吏隐', '陆沈']
青蝇	['蝇点', '白璧青蝇', '点青蝇', '青蝇', '青蝇营营', '营蝇', '谤起营蝇', '苍蝇', '苍蝇间白黑', '点蝇蚊', '青蝇点污', '青蝇乱白黑', '玷白苍蝇', '青蝇相点']
移文（周颙，孔稚圭）	['北山文', '北山移', '抗尘容', '北山移文', '负烟霞', '移文诮', '山林嘲', '山灵勒', '勒回俗驾', '山灵勒驾', '起钟山笑', '山鬼移文', '山灵俗驾回', '山英扫迹', '俗士驾回', '席次眉轩', '移文']
安期（安期生）	['安期生', '安期']
石桥（秦始皇）	['驱石', '秦桥', '鞭血', '祖龙鞭', '秦王鞭', '石桥东望', '鞭桥', '东海桥', '秦帝桥', '鞭山驱石', '秦皇鞭鬼鞭', '秦皇架石桥', '秦王树石桥', '石桥', '鞭石', '秦皇驱峰', '秦皇驱山', '秦王构石', '驱石到海', '驱石架津', '祖龙不成桥', '祖龙浮海']
分阃	['分阃', '画阃', '阃外', '推毂', '阃毂犹推']
倚天剑	['倚天长剑', '长剑倚', '倚天剑', '倚长剑', '长剑倚天', '天外倚', '长剑倚天外', '剑倚青天', '长剑倚太行', '耿长剑', '长剑倚昆崙', '碧天长剑', '倚剑', '倚剑凌空', '倚剑气凌云', '倚刃', '长剑倚青空']
侯嬴	['夷门抱关', '抱关', '夷门', '侯生', '侯嬴', '侯嬴一言', '监门']
趋庭（孔子，孔鲤，陈亢）	['鲤庭', '孔庭', '过庭训', '鲤趋', '鲤也', '趋庭', '庭鲤', '过庭语', '过庭', '孔鲤趋庭']
木奴（孙休，李衡）	['千头橘', '橘千头', '橘里', '千树橘', '橘州', '橘奴', '木奴千树', '千木奴', '江陵橘', '木奴', '江头橘', '李衡奴', '千头木奴', '橘为奴', '奴橘', '黄柑千树', '江橘千头', '江陵种橘', '橘封千户', '橘黄千树', '橘树当家僮', '木奴橘', '千树封侯', '山中奴婢', '仙童带橘香', '洲中奴', '千橘江陵', '千奴', '千头', '栽黄橘', '栽桔防贫', '栽橘防贫', '种橘圆林']
白眉（马良）	['白眉', '白眉郎', '白眉人', '良眉', '白眉公子', '马良白眉', '马良并秀', '季常', '眉白']
陵谷	['陵谷变', '陵迁谷变', '陵谷改', '谷变陵迁', '陵谷迁变', '高岸如谷', '陵谷']
祢衡挝（孔融，曹操，祢衡）	['渔阳掺', '祢衡刺', '祢刺', '狂处士', '祢衡挝', '祢生刺', '渔阳掺挝', '渔阳操', '祢衡怀刺', '祢狂', '袖中漫刺', '正平挝', '掺鼓雷', '掺鼓渔阳', '掺渔阳挝', '猖狂似祢衡', '怀刺', '击狂节', '祢衡击鼓', '祢生谩骂', '投刺', '一刺空磨', '怀刺示孔融', '怀中字灭', '祢衡槌鼓', '祢生狂夫', '渔阳参挝', '掷槌']
玉京	['白玉京', '朝玉京', '玉京游', '玉京人', '玉京路', '玉京']
甑生尘（范冉）	['甑生尘', '甑尘', '尘甑', '鱼釜', '甑有尘', '釜中鱼', '釜生鱼', '莱芜甑', '尘生甑', '生尘甑', '范甑', '釜甑生尘', '甑生埃', '范丹贫', '范甑尘', '尘埃满甑', '尘鱼甑釜', '破釜跃江鱼', '鱼生空釜', '釜鱼甑尘', '甑尘斧鱼']
渥洼种	['渥洼种']
金诺（季布，曹丘生）	['千金诺', '一诺千金', '重一言', '千金一诺', '季布诺', '黄金诺', '曹邱生', '曹丘生', '百金诺', '季布一言', '季布金', '季布重然诺', '然诺重黄金', '千钧诺', '无二诺', '金诺', '千金比然诺', '然诺', '一诺', '一诺黄金信', '一诺轻黄金', '得诺轻季子', '一诺匪轻']
风驭（列禦寇）	['驭气', '列子御风', '泠然御风', '列御寇', '御风列', '列子御', '御泠然', '驭风仙', '列子乘风', '御寇风', '风驭', '乘风', '列子车', '御风客', '驭风', '列生御风', '列御风', '御风', '列御至', '仙寇']
梁苑客（刘武，司马相如，邹阳，枚乘）	['梁园赋', '梁园客', '梁苑客', '梁园宾客', '梁苑雪', '雪满梁园', '延枚叟', '梁园赋雪', '延枚', '召邹生', '末至客', '草赋梁园', '高会梁园', '梁园密雪', '梁园霰', '梁苑邹枚', '兔苑宾', '梁王会', '梁王雪下', '授简', '兔园旧赏', '赋雪', '兔园留寒', '相如逞才', '相如游梁', '雪销酒尽']
文姬（蔡琰，蔡邕，曹操）	['蔡琰', '蔡文姬', '蔡女', '中郎有女', '蔡女胡笳', '蔡女没胡', '魏公嫁文姬', '文姬']
金兰	['结金兰', '金兰之好', '金兰', '断金', '金兰好', '同心断金', '同心']
桃叶（桃叶，王子敬，王献之）	['桃叶', '桃叶新声']
缩地（费长房）	['缩地', '长房术', '地难缩', '缩地仙', '缩地符', '缩地无方', '长房缩地术', '地能缩', '缩却地', '缩山川', '缩地树']
骅骝	['骅骝']
石崇	['石季伦', '石崇家', '石家', '石崇', '石氏']
刀头（任立政，李陵）	['大刀头', '唱刀环', '破镜飞', '折大刀', '飞明镜', '问刀头', '飞破镜', '大刀折', '望刀头', '梦刀头', '视刀环', '刀环约', '盼刀环', '咏大刀', '赋刀环', '梦刀环', '刀环视', '刀头', '破镜刀环', '刀环', '刀环泣', '刀头飞镜', '寄刀环', '寄刀头', '解刀环', '雪窖刀环', '刀环泪', '刀环有约', '明月揽刀环']
劫灰（刘彻）	['劫火烧', '昆明劫', '昆明灰', '劫后灰', '昆明劫灰', '昆池灰', '池灰', '劫沙', '胡僧识', '劫灰', '寒灰劫尽', '劫灰池', '劫未成灰', '昆池劫墨', '辨沈灰', '灰劫昆明', '劫尘', '劫石成灰', '昆池劫灰', '昆明事', '池辨烧灰', '黑土成灰', '灰劫', '劫火', '昆明出劫']
日车（羲和）	['羲车', '回日驭', '羲和辔', '羲和驾', '羲和车', '朱羲', '羲和驭日', '驻羲和', '日车', '鞭日', '驱日月', '鞭挞日月', '羲和日驭', '羲和辀', '鞭白日', '日御', '日驭', '羲和轮', '羲和乌', '羲和失鞭', '羲轮', '羲驭']
过隙	['隙驷', '白驹催', '过隙', '白驹留', '白驹过隙', '驻隙', '隙驹', '白驹隙光']
月桂	['月中桂', '蟾宫桂', '月中丹桂', '广寒丹桂', '蟾宫树', '月桂', '桂轮', '桂树', '一轮秋桂', '月殿游', '桂花', '桂华', '桂魄', '月中倒影', '桂影', '桂枝']
大隐	['大隐', '小隐']
蟾	['蟾钩', '蟾蜍', '蟾', '蟾光', '蟾魄', '蟾兔']
六印（苏秦）	['黄金印', '季子金', '苏印', '苏秦印', '六印悬', '苏秦六印', '苏子印', '佩印归', '苏秦六国', '季子多金', '苏秦富贵', '苏秦佩印归', '何用多金', '季子金多', '金印六国', '六国都丞相', '六印', '佩印', '苏公悬印', '苏卿印']
倒屣（王粲，蔡邕）	['倒屣迎', '倒屐', '倒屣相迎', '倒屣', '倒迎门屣', '蔡邕许', '中郎许仲宣', '倒凫舄', '倒屟', '迎君倒屣']
书空（殷浩）	['咄咄书空', '书咄咄', '书空咄咄', '空咄咄', '画空', '咄咄怪事', '咄咄书', '向空书咄咄', '书空', '怪事咄咄', '空中咄咄', '咄咄', '嗟咄咄', '书怪事', '诧咄咄', '浩书空咄', '书空独语', '殷浩吟', '咄咄书字', '咄咄自岭', '殷郎咄咄']
遏云（秦青，薛谭）	['遏行云', '秦青', '秦讴', '遏云歌', '响遏行云', '云不度', '驻行云', '行云驻', '云不去', '入行云', '遏彩云', '云欲断', '遏流云', '绕行云', '飞云驻', '留住行云', '穿云衢', '歌管停云', '声入青云', '不放行云飞过', '唱歌云欲聚', '遏云', '遏云妙响', '歌莫放行云', '歌入青云', '歌声遏断', '留云歌', '清唱云不去', '响遏珠尘', '一曲清歌留住半窗云', '一声珠唱驻行云', '云绕扇', '云为歌声不忍行', '歌云', '林木激越', '林木馀声', '清歌驻云', '声拂行云', '声绕碧山晚云留', '声振林杪', '听歌云断', '云表歌云遏', '云定', '驻云']
傅野（傅说，武丁）	['傅野', '高宗梦', '傅说梦', '梦傅野', '岩前叟', '梦卜庸相']
阮籍	['阮嗣宗', '阮籍']
长安日（司马昭）	['长安日', '长安近', '长安远', '长安不见', '举头见月', '长安在日边', '日远长安近', '知日近', '长安远于日', '举头见长安', '日下长安近', '出门望长安', '对日', '日易见长安难到', '日远长安远', '举头见日，不见长安', '日近长安近']
刘伶（刘伶）	['刘伶醉', '刘伶好酒', '伯伦', '刘伶']
萧曹	['萧曹']
北海尊（孔融）	['北海樽', '北海尊', '酒不空', '坐上客', '北海酒', '尊开北海', '北海觞', '怀北海', '开尊北海', '融尊', '文举酒', '孔融樽', '师北海', '尊酒不空', '尊倾北海', '孔融尊', '融酒', '文举坐', '常满坐中客', '孔融满座', '满座空尊', '樽空忧', '座上北海', '孔融开樽', '孔融怜才', '孔坐多绿醽', '文举荐贤', '樽开孔融']
谏猎（扬雄）	['谏猎', '陈羽猎']
萱草	['忘忧草', '萱草', '忘忧', '忘忧芳草']
梁尘（虞公）	['梁尘飞', '画梁尘', '梁尘落', '绕梁尘', '飞梁尘', '梁尘惊', '歌动梁尘', '避梁尘', '歌尘', '唱梁尘', '尘落', '动梁埃', '飞尘', '梁尘霏霏', '梁州声歇', '清歌落范尘', '听歌梁上动', '薄梁尘', '尘起', '尘起歌终', '歌筵尘', '歌筵起尘', '歌扬尘', '画梁尘起', '梁尘', '梁绕飞尘', '梁上动', '梁下轻尘', '清歌梁尘', '轻尘落雕梁', '闻歌自飞', '一声尘落']
韩寿（贾充，贾午，韩寿）	['熏衣', '韩寿', '窃香', '惹香', '满城香', '韩香', '韩寿香', '贾女香', '窥韩', '著人香', '遗寿', '贾充香', '韩寿偷香', '韩掾偷香', '偷香人', '外国香', '爱香韩寿', '韩令偷香', '韩寿沈', '韩寿窃香', '韩寿畏香飞', '贾袖传香', '偷香', '偷香掾', '香传贾娘', '香销韩袖', '薰香', '贾阁偷香', '贾娘', '贾女', '贾氏窥帘', '香寄窥帘', '异香寄寿']
贾生泪（贾谊）	['三太息', '痛哭书', '贾生恸', '贾谊上书', '贾生哭', '贾生泪', '贾谊哭', '泣长沙', '汉庭哭', '贾生垂涕', '伤时哭', '少年太息', '时事堪痛哭', '太傅涕空挥', '贾傅长沙哭', '贾生垂泪', '贾谊陈策']
逐鹿（蒯通）	['中原逐鹿', '逐鹿中原', '秦失鹿', '逐中原鹿', '亡鹿', '中原无鹿', '逐鹿', '鹿失嬴秦', '失鹿狂秦', '失鹿年', '鹿走山三', '秦鹿', '失鹿']
鹤氅	['鹤氅']
千日醉（刘玄石）	['千日酒', '千日醉', '中山酒', '中山千日', '千日酿', '千日饮', '中山醉', '一醉三年', '中山春', '千日卧', '酒沽千日', '玄石饮', '一醉千日醒', '醉酒一千日', '醉日论千', '玄石葬荒邱', '玄石葬荒丘', '中山曲米春', '醉一千日']
盐车（汗明，伯乐）	['服盐车', '困盐车', '负盐', '骥伏盐车', '困骥', '盐车', '盐车厄', '盐坂', '汗血盐车', '老盐车', '牵盐', '嘶盐', '盐车病骥', '盐车骖', '困坂', '泪尽太行', '驱盐车', '叹息良马', '盐阪', '盐车劳', '盐辎', '孙阳怜瘦骨', '盐车汗', '盐车绝足', '重耳盐车']
曳裾（邹阳）	['曳长裾', '长裾曳', '曳裾王门', '曳裾', '王门曳裾']
买赋（刘彻，司马相如，陈皇后）	['长门赋', '千金赋', '蜀赋', '长门闭', '换黄金', '长门买赋', '辞金屋', '黄金买赋', '闭长门', '黄金买词赋', '千金买赋', '守长门', '长门深闭', '长门事', '长门尽日', '换笑', '冷落长门', '倚长门', '长门心', '闭阿娇', '长门泣', '百斤买赋', '词赋得黄金', '赋换黄金', '汉殿长门', '临邛卖赋郎', '买词人赋', '买赋', '买新赋', '能赋受黄金', '千金求赋', '寿相如', '苔没长门', '文园词赋', '长门不惜金', '长门宫里人', '长门离恨', '长门望幸心', '长门夜悄', '词金阙', '黄金达相如', '金屋赋', '买赋临邛', '无金买赋', '长门费万金', '长门每人']
陶令醉（陶潜）	['陶令醉', '陶潜醉']
河源（张骞）	['河源', '寻源', '寻河']
为霖（傅说，殷高宗）	['作霖雨', '为霖', '霖雨', '作霖']
天骄	['天骄', '骄子']
偷桃（东方朔）	['三偷', '曼倩偷', '窃桃', '摘桃', '方朔偷', '方朔桃', '窃桃儿', '曼倩三偷', '三度窃蟠桃', '玉桃偷', '东方朔偷桃', '防曼倩', '曼桃', '碧桃闲', '方朔偷儿', '汉偷儿', '窃桃心', '三桃圆', '偷取蟠桃', '偷桃', '偷桃客', '西真攘桃', '曼倩偷难', '桃熟']
飞锡	['飞锡']
公干（刘桢）	['刘公干', '公干', '刘桢']
鸡黍（张劭，范式）	['具鸡黍', '鸡黍约', '范张', '杀鸡为黍', '鸡黍期', '范张鸡黍', '幽明永隔', '千里论交', '鸡黍恨', '白马故人', '鸡黍', '巨卿哭', '升堂他日约', '素车', '张范风流', '张范善终始', '白马悲宋', '炊黍期张', '死结生交', '死梦寻范式', '元伯巨卿千里从', '元伯相葬', '张范通梦', '只鸡平生约']
凤诏（石虎）	['凤衔书', '凤衔丹诏', '紫凤衔书', '凤诏', '凤衔诏', '凤凰飞诏']
褰帷	['褰帷']
方朔（东方朔）	['东方朔', '曼倩', '臣朔', '方朔']
西园（曹丕）	['西园飞盖', '飞盖西园', '西园盖', '西园', '飞盖相从', '飞盖南园']
羊公（羊祜）	['羊公', '羊祜']
斩楼兰（刘彻）	['斩楼兰', '刺楼兰', '破楼兰', '都护楼兰返', '返楼兰']
暗投（邹阳）	['明珠暗投', '明月暗投', '暗投', '夜光暗投', '隋珠暗投', '白璧暗投', '悲暗投', '按剑', '珠怯再投', '明月非所投', '千金暗投', '投珠见疑', '珠怯再投明']
右军（王羲之）	['王右军', '王内史', '右军', '羲之']
梁甫（诸葛亮）	['梁父吟', '梁甫吟', '吟梁甫', '蜀相吟', '武侯吟', '梁甫']
隐侯（沈约，鲍照）	['沈休文', '沈隐侯', '沈侯', '隐侯', '沈约', '休文']
箫韶	['虞韶', '韶凤', '箫韶', '韶乐', '舜调清管', '舜韶', '韶音']
明妃（王昭君）	['昭君怨', '明妃', '昭君']
南浦（江淹）	['送君南浦', '送人南浦', '凄凉南浦', '秋风南浦', '别君南浦', '断肠南浦', '江淹浦', '南浦', '南浦泣', '别恨抛深浦', '恨迷南浦', '南浦歌阑', '南浦消魂', '别浦']
黄绢（曹操，杨修，杨脩，曹娥，曹盱）	['绝妙辞', '齑臼', '曹娥碑', '幼妇碑', '黄绢辞', '绝妙好辞', '外孙齑臼', '黄绢字', '幼妇篇', '黄绢句', '曹家碑', '曹盱', '色丝文', '黄绢', '丰碑黄绢', '黄绢寻碑', '齑臼碑', '绝妙孙辛妇', '名映色丝', '色丝', '杨修见幼妇', '曹娥', '妇幼碑', '黄绢祠', '幼妇', '幼妇祠']
八骏（周穆王，西王母）	['绿耳', '穆王八骏', '周王八骏', '八骏马', '瑶池八骏', '八骏蹄', '八骏', '穆驭', '周王八马', '八骏驹', '姬满骏', '芝田八骏', '追穆后', '八马', '西征瑶池', '巡瑶水']
骑省（潘岳）	['潘骑省', '潘省', '散骑省', '安仁省', '骑省', '潘生骖阁', '潘安寓直', '散骑云阁']
鼓瑟（女英，娥皇，舜）	['湘灵鼓瑟', '湘妃鼓瑟', '帝子哀', '鼓瑟', '湘波瑟', '湘女怨弦', '尧女瑟', '波上五十弦', '帝娥掩瑟', '帝子鼓瑟', '湘灵', '湘弦']
邓林（夸父）	['夸父逐日', '弃杖', '夸父渴', '邓林', '夸父杖', '夸父步', '饮海绝流', '化邓', '夸父', '夸父鞭日月', '搜弃杖', '与日竟走', '逐日']
鹦鹉赋	['鹦鹉赋']
衔环（杨宝）	['黄雀衔', '衔环报', '黄雀报', '衔环雀', '汉环', '黄雀衔环', '白环报', '衔环', '报恩环', '袭汉环', '饲雀传庆']
蒲轮（刘彻）	['蒲车', '软轮', '安车蒲轮', '安车召', '蒲轮', '软轮车']
闲居赋（潘岳）	['閒居赋', '闲居赋', '潘岳闲居', '潘郎作赋']
黄屋	['黄屋']
子房（张良）	['张子房', '张良', '子房']
大王风（宋玉，楚王）	['大王风', '快哉风', '大王雄', '楚台风', '青蘋风', '披襟风', '宋玉风', '苹末', '楚王风', '被襟', '兰台风', '楚王襟', '台上披襟', '雄风', '一快披襟', '大王雄风', '风入大王', '拂大王', '披襟兰台', '拂楚王襟', '披襟有清风', '襄王风']
木雁（庄子）	['不材木', '能鸣雁', '材不材间', '雁能鸣', '不鸣烹', '木雁', '能鸣分', '雁默先烹', '庄周解爱鸣', '庄叟悲雁']
下帷（董仲舒）	['垂帷', '董帷', '董生帷', '下书帷', '董子帷', '仲舒帷', '董生下帷', '下帷人', '舒帷', '仲舒不窥园', '仲舒园', '不知门外有园蔬', '窥园', '下帷', '闭户', '绝窥园', '三年不窥园树']
李将军（李广，卫青）	['李将军', '李广']
弦惊（魏加）	['惊弓', '弦惊', '惊弦', '怯弦', '伤弓', '闻弦坠', '弓张自摧', '惊雁', '怯张弓']
楚材	['楚才', '楚材', '晋用']
齐竽（南郭先生）	['滥吹竽', '齐竽', '南郭吹竽', '众里笙竽', '吹竽', '齐竽取次吹', '吹竽混真', '伎同南郭', '滥吹', '滥吁竽', '滥竽']
文园	['文园']
前席（贾谊）	['宣室召', '问鬼神', '虚前席', '召贾生', '宣室夜', '及苍生', '宣室对', '宣室鬼神', '夜半前席', '前席', '入宣室', '宣室前席', '贾生前席', '汉皇前席', '膝屡前', '君王思贾', '贾谊久不见', '长沙召贾', '宣室再见时', '宣室征还']
拥鼻（谢安）	['拥鼻吟', '洛生咏', '洛生吟', '洛下书生咏', '洛下咏', '书生咏', '谢安吟', '掩鼻出东山', '拥鼻', '拥鼻雒阳生', '谢安洛生咏', '掩鼻咏', '吟残拥鼻', '拥鼻哦诗']
三顾（刘备，诸葛亮）	['草庐三顾', '顾庐', '三顾茅庐', '三顾', '三接恩', '三顾隆中', '答三顾', '隆中顾', '访葛侯', '蜀主思孔明']
天马（刘彻）	['天马', '从东陵']
从军乐（王粲）	['从军乐', '王粲从军', '从军五首', '仲宣云乐', '王粲投笔', '王粲向旌旗', '王粲有依', '王郎赋从戎']
贪泉（吴隐之）	['贪泉水', '贪泉', '饮泉诗', '笑饮贪泉', '泉为无隐变']
伯乐	['伯乐相马', '伯乐', '孙阳']
补天（女娲）	['五色石', '女娲补天', '补天', '娲皇']
倚玉（夏侯玄，曹睿，毛曾）	['玉树连', '琼树倚', '蒹葭倚玉树', '身倚玉', '倚玉', '蒹葭琼树', '偎琼树']
抽簪	['抽簪', '弃华簪']
冲天（楚庄王，淳于髡，齐威王）	['一鸣惊人', '冲天翼', '一飞冲天', '冲天', '冲天羽', '一举冲霄', '三年一鸣', '三年鸟', '冲天一飞', '惊人一鸣', '三年未鸣', '三年翼自高', '一鸣', '一鸣齐鸟']
方寸	['方寸']
东床（王羲之）	['坦腹东床', '露腹', '东坦', '东床腹', '坦床', '东床', '东床人', '东床佳客', '东床玉', '东床禁脔', '东床俊选', '坦腹', '王郎坦腹', '旧选床', '坦卧东床', '卧床东', '羲之当选']
伯道无儿（邓攸）	['伯道无儿', '邓攸无子', '伯道暮年', '邓家无子', '哭邓攸', '无儿悲邓攸', '伯道孤单', '伯道无后', '邓攸无儿']
宴镐（周武王）	['宴镐', '镐饮', '酆镐', '在镐']
桑榆	['桑榆景', '桑榆晚', '桑榆迫', '桑榆', '桑榆日月侵', '榆景']
瓮间卧（毕卓）	['卧瓮', '吏部眠', '瓮眠', '毕卓眠', '瓮间眠', '卧瓮人', '防吏部', '瓮间卧', '瓮下眠', '瓮边吏部', '瓮间毕卓', '瓮边捉', '抱卧', '毕卓盗窃', '毕卓卧瓮', '毕卓醉狂', '扶毕卓', '偷醅毕卓', '瓮下仙', '卓眠瓮', '毕卓缚瓮边', '缚拼毕卓', '缚著瓮鞭', '横瓮眠', '吏部多醉', '吏部开瓮', '吏部瓮下眠', '瓮间倾卮']
五车（惠施，庄子）	['五车书', '书五车', '读五车', '五车读', '五车', '五车富', '惠施五车', '惠车', '惠施书', '五车书史', '五车载书', '倾五车', '书文五车']
三独（宣秉）	['三独', '三独坐', '独坐']
直如弦	['直如弦', '曲如钩', '直如丝', '直如钩', '弦直钩曲', '直钩']
此君（王徽之）	['子猷竹', '谁家多竹门可款', '子猷爱竹', '猷家', '此君', '款竹谁家', '王家种竹', '王家竹', '子猷宠', '爱竹啸名园', '翠竹谁家门可款', '看竹', '看竹问主', '款门不问谁家竹', '篮舆爱竹', '门深款竹', '随宜有竹', '王家看不足', '王家看竹', '子猷风调', '子猷幸见过', '多竹门可款', '逢竹便寻']
潜夫（王符）	['潜夫论', '潜夫']
纵横	['纵横']
下车（武王）	['下车', '下车佳政']
日边（司马昭）	['日边', '日下', '日远']
铁冠	['铁冠']
佩刀（吕虔，王祥，王览）	['吕虔刀', '赠宝刀', '吕刀', '宝刀赠', '吕虔佩刀', '佩刀', '虔收宰相刀', '识佩刀', '重佩刀', '宝刀世载', '传家宝刀', '佩刀世三公', '尚书佩刀', '王祥贻刀', '贻佩刀', '玉祥得佩刀', '宰相刀']
黄霸	['黄颍川', '黄霸']
伍员涛（伍员，文种）	['素车白马', '胥涛', '白马素车', '灵涛', '胥潮', '伍胥潮', '白马潮', '怒涛飞', '伍胥涛', '灵胥怒', '胥怒', '子胥潮', '子胥鸱夷', '子胥涛', '前胥后种', '银涛白马', '鸱夷没', '鸱夷革', '鸱夷恨', '伍员潮', '伍胥神', '伍子涛', '白马银涛', '鸱夷血', '灵胥八月涛', '八月潮怒', '怒为涛', '伍相鸱夷', '伍员涛', '子胥灵', '子胥弃', '东流生白波', '素车驾长鲸', '涛江雪浪', '伍相潮头', '伍胥白浪', '胥涛溅恨', '壮志死不息', '子胥鼓浪', '白马踏海潮', '乘潮', '鸱夷怒涛', '寒涛拥伍胥', '魂庄怒涛', '灵胥', '怒涛犹不平', '前潮作子胥', '素车走灵胥', '伍生传谬', '伍相', '伍胥恨不灭', '伍胥怒涛', '胥江万里涛', '子胥怒钱塘', '子胥弃江']
萧寺（萧子云，萧衍）	['萧寺', '萧家寺']
栖梧	['巢梧', '凤凰宿', '栖梧', '托椅桐']
张骞	['博望侯', '张博望', '张骞']
三岁字	['袖中书', '三岁字', '字不灭', '怀袖三年', '袖中字', '入怀', '贮书怀袖']
孟母邻（孟子，孟母）	['孟邻', '孟家邻', '孟母邻', '孟母三迁', '孟母教', '孟母迁邻', '孟子邻', '三迁教养', '三徙']
钓鳌	['连鳌', '连六鳌', '鳌岭', '鳌钓', '钓连鳌', '龙伯钓鳌', '龙伯国人', '龙伯钓', '巨鳌钓', '钓鳌', '龙伯翁', '巨鳌连钓', '龙伯啖', '三岛钓鳌', '长竿钓巨鳌', '鳌戴', '鳌驾蓬莱', '鳌山', '巨鳌', '灵鳌', '六鳌', '龙伯戏', '一钓十五鳌']
陆机	['陆平原', '平原内史', '陆机', '平原']
埋轮（侯文，张纲）	['问狐狸', '豺狼当路', '埋轮使', '轮埋', '埋轮', '扫豺狼', '张纲埋轮', '狐狸不足论', '埋轮气', '狐狸避宪章', '狐狸何足道', '惧埋轮', '洛下狼', '埋轮守', '狐狸谁问']
月窟	['月窟']
买山（支遁，深公，巢父，许由）	['买山钱', '买青山', '买山隐', '买山赀', '卖山', '买山而隐', '无钱买山', '钱买山', '道林钱', '买峰', '买山', '作意买山', '不费青蚨买', '不用道林钱', '买得前山', '买山归老', '西山买白云', '买山巢由笑', '支遁不惜钱', '支公计']
归去来（陶潜）	['归去来', '赋归来', '归去来兮', '赋归田', '渊明归去', '渊明归', '赋归去来', '愧渊明', '吟归去', '渊明赋归', '渊明归来', '元亮归来', '陶令赋归来', '陶令归去', '归去吟', '陶令去官', '陶令思归', '归去篇', '罢官陶令', '赋得归来', '陶令辞彭泽', '归去陶', '归田先作赋', '归卧渊明', '还家陶令', '彭泽初归', '彭泽归田', '陶令解龟', '陶休', '投组归来', '渊明归意', '赋归', '归来同元亮', '靖节赋归', '陶令几时归', '陶潜休官', '渊明解征骖']
颍川政（黄霸）	['颍川政', '征颍川', '颍川征诏', '征黄']
扫门（魏勃）	['扫门求见', '丞相扫门人', '扫舍人门', '扫门', '扫门踪魏勃', '长扫朱门', '埽门士', '无私断扫门', '相门洒扫', '拥帚扫公门']
嵇康懒（山涛，嵇康）	['论懒', '嵇康懒', '嵇懒']
佳气（刘秀，苏伯阿）	['佳气', '南阳气', '南阳佳气', '皇州佳气葱葱']
漂母（韩信，漂母）	['一饭恩', '饭王孙', '一饭千金', '漂母恩', '韩信饿', '千金酬一饭', '王孙钓', '漂母惠', '楚媪馈王孙', '淮阴纶饵', '邂逅漂母', '寄食王孙', '溧母矶头', '漂母']
金微	['金微']
元瑜（阮瑀）	['阮元瑜', '阮家', '阮瑀', '元瑜']
傲吏	['傲吏']
三千客（田文，魏无忌，黄歇）	['三千客', '三千士', '食客三千']
山涛	['山吏部', '山公', '巨源', '山涛']
薜荔衣	['薜萝衣', '薜荔衣']
误曲（周瑜）	['周郎顾', '赏音稀', '顾曲周郎', '周郎顾曲', '顾周', '忆周郎', '周郎一顾', '顾曲人', '觅周郎', '误曲', '待一顾', '畏周郎', '顾曲多情', '顾曲中误', '回头顾曲', '曲误不须顾', '误顾', '一顾周郎', '周郎赏', '周郎尚不知', '周郎知曲误', '周郎知音', '周郎醉眼', '公瑾见误', '顾曲', '恋红牙', '曲误试周郎', '微笑周郎', '误新声试周郎', '小误回头', '知音周郎', '周郎识曲']
九门	['九门']
张仪	['舌存', '张仪舌', '存舌', '吾舌在', '留舌', '仪舌', '疑璧', '张仪舌在', '盗璧', '仪舌在', '纵横舌', '韫璧', '璧非真盗', '舌在何忧', '诬张仪', '有舌', '恒视舌', '留舌示妻', '舌问妻孥', '舌在', '张仪']
黍离	['禾黍高低', '闵周', '黍离', '黍稷叹']
